Addr	OpCode	OpCode2	Op
12ab	0110	001e	PUSH #001e
12ad	0305		SetNumWaitFrames(POP1)
12ae	0306		Wait()
12af	032d		WaitForWindowReady()
12b0	0100		CLEAR
12b1	0110	0058	PUSH #0058
12b3	0110	00a0	PUSH #00a0
12b5	0110	0090	PUSH #0090
12b7	0110	0019	PUSH #0019
12b9	0324		SetWindowDimensions(POP4, POP3, POP2, POP1)
12ba	0100		CLEAR
12bb	0110	0000	PUSH #0000
12bd	0110	0000	PUSH #0000
12bf	032c		SetWindowParams(POP2, POP1)
12c0	032d		WaitForWindowReady()
12c1	0100		CLEAR
12c2	0110	0021	PUSH #0021
12c4	0325		SetWindowMessage(POP1)
12c5	032e		WaitForMessageAcknowledge()
12c6	0100		CLEAR
12c7	0114	1c23	PUSH Bank0[0384].Bit(3)
12c9	0110	0001	PUSH #0001
12cb	00e0		WRITE BANK POP2 = POP1
12cc	0100		CLEAR
12cd	0110	0001	PUSH #0001
12cf	032b		SetRandomEncountersEnabled(POP1)
12d0	0100		CLEAR
12d1	0110	0001	PUSH #0001
12d3	0307		SetControlsEnabled(POP1)
12d4	0203		RETURN
12d5	0100		CLEAR
12d6	0110	0000	PUSH #0000
12d8	0307		SetControlsEnabled(POP1)
12d9	0100		CLEAR
12da	0110	0006	PUSH #0006
12dc	0110	0000	PUSH #0000
12de	0333		Op333(POP2, POP1)
12df	0100		CLEAR
12e0	011b	0004	PUSH GetSpecial(0004)
12e2	0110	0080	PUSH #0080
12e4	0040		PUSH POP2 + POP1
12e5	0304		ActiveEntity.SetDirectionAndFacing(POP1)
12e6	0100		CLEAR
12e7	0110	0014	PUSH #0014
12e9	0303		ActiveEntity.SetMoveSpeed(POP1)
12ea	0100		CLEAR
12eb	0110	0005	PUSH #0005
12ed	0305		SetNumWaitFrames(POP1)
12ee	0306		Wait()
12ef	0100		CLEAR
12f0	0110	0000	PUSH #0000
12f2	0303		ActiveEntity.SetMoveSpeed(POP1)
12f3	0100		CLEAR
12f4	011b	0004	PUSH GetSpecial(0004)
12f6	0110	0080	PUSH #0080
12f8	0040		PUSH POP2 + POP1
12f9	0304		ActiveEntity.SetDirectionAndFacing(POP1)
12fa	0100		CLEAR
12fb	0110	0007	PUSH #0007
12fd	0110	0000	PUSH #0000
12ff	030e		ActiveEntity.PlayAnimation(POP2, POP1)
1300	0100		CLEAR
1301	0110	001e	PUSH #001e
1303	0305		SetNumWaitFrames(POP1)
1304	0306		Wait()
1305	0100		CLEAR
1306	0110	0000	PUSH #0000
1308	0110	0000	PUSH #0000
130a	032c		SetWindowParams(POP2, POP1)
130b	0100		CLEAR
130c	011b	0008	PUSH GetSpecial(0008)
130e	0110	0000	PUSH #0000
1310	0070		PUSH POP2 == POP1
1311	0201	1325	JUMPZ(POP1) 1325
1313	032d		WaitForWindowReady()
1314	0100		CLEAR
1315	0110	003c	PUSH #003c
1317	0110	00a0	PUSH #00a0
1319	0110	00c8	PUSH #00c8
131b	0110	0029	PUSH #0029
131d	0324		SetWindowDimensions(POP4, POP3, POP2, POP1)
131e	032d		WaitForWindowReady()
131f	0100		CLEAR
1320	0110	0023	PUSH #0023
1322	0325		SetWindowMessage(POP1)
1323	0200	133d	JUMP 133d
1325	0100		CLEAR
1326	011b	0008	PUSH GetSpecial(0008)
1328	0110	0001	PUSH #0001
132a	0070		PUSH POP2 == POP1
132b	0201	133d	JUMPZ(POP1) 133d
132d	032d		WaitForWindowReady()
132e	0100		CLEAR
132f	0110	0050	PUSH #0050
1331	0110	00a0	PUSH #00a0
1333	0110	00a0	PUSH #00a0
1335	0110	0029	PUSH #0029
1337	0324		SetWindowDimensions(POP4, POP3, POP2, POP1)
1338	032d		WaitForWindowReady()
1339	0100		CLEAR
133a	0110	0024	PUSH #0024
133c	0325		SetWindowMessage(POP1)
133d	032e		WaitForMessageAcknowledge()
133e	0100		CLEAR
133f	0110	0000	PUSH #0000
1341	0110	0001	PUSH #0001
1343	030e		ActiveEntity.PlayAnimation(POP2, POP1)
1344	0100		CLEAR
1345	0110	0001	PUSH #0001
1347	0307		SetControlsEnabled(POP1)
1348	0203		RETURN
1349	0100		CLEAR
134a	0110	0006	PUSH #0006
134c	0110	0000	PUSH #0000
134e	0333		Op333(POP2, POP1)
134f	0100		CLEAR
1350	011b	0004	PUSH GetSpecial(0004)
1352	0110	0080	PUSH #0080
1354	0040		PUSH POP2 + POP1
1355	0304		ActiveEntity.SetDirectionAndFacing(POP1)
1356	0100		CLEAR
1357	0110	0014	PUSH #0014
1359	0303		ActiveEntity.SetMoveSpeed(POP1)
135a	0100		CLEAR
135b	0110	0014	PUSH #0014
135d	0305		SetNumWaitFrames(POP1)
135e	0306		Wait()
135f	0100		CLEAR
1360	0110	0000	PUSH #0000
1362	0303		ActiveEntity.SetMoveSpeed(POP1)
1363	0100		CLEAR
1364	011b	0004	PUSH GetSpecial(0004)
1366	0110	0080	PUSH #0080
1368	0040		PUSH POP2 + POP1
1369	0304		ActiveEntity.SetDirectionAndFacing(POP1)
136a	0100		CLEAR
136b	0110	0014	PUSH #0014
136d	0305		SetNumWaitFrames(POP1)
136e	0306		Wait()
136f	0100		CLEAR
1370	0110	0007	PUSH #0007
1372	0110	0000	PUSH #0000
1374	030e		ActiveEntity.PlayAnimation(POP2, POP1)
1375	0100		CLEAR
1376	0110	0028	PUSH #0028
1378	0305		SetNumWaitFrames(POP1)
1379	0306		Wait()
137a	0100		CLEAR
137b	0110	0000	PUSH #0000
137d	0110	0000	PUSH #0000
137f	032c		SetWindowParams(POP2, POP1)
1380	0100		CLEAR
1381	011b	0008	PUSH GetSpecial(0008)
1383	0110	0000	PUSH #0000
1385	0070		PUSH POP2 == POP1
1386	0201	139a	JUMPZ(POP1) 139a
1388	032d		WaitForWindowReady()
1389	0100		CLEAR
138a	0110	003c	PUSH #003c
138c	0110	00a0	PUSH #00a0
138e	0110	00c8	PUSH #00c8
1390	0110	0029	PUSH #0029
1392	0324		SetWindowDimensions(POP4, POP3, POP2, POP1)
1393	032d		WaitForWindowReady()
1394	0100		CLEAR
1395	0110	0023	PUSH #0023
1397	0325		SetWindowMessage(POP1)
1398	0200	13b2	JUMP 13b2
139a	0100		CLEAR
139b	011b	0008	PUSH GetSpecial(0008)
139d	0110	0001	PUSH #0001
139f	0070		PUSH POP2 == POP1
13a0	0201	13b2	JUMPZ(POP1) 13b2
13a2	032d		WaitForWindowReady()
13a3	0100		CLEAR
13a4	0110	0050	PUSH #0050
13a6	0110	00a0	PUSH #00a0
13a8	0110	00a0	PUSH #00a0
13aa	0110	0029	PUSH #0029
13ac	0324		SetWindowDimensions(POP4, POP3, POP2, POP1)
13ad	032d		WaitForWindowReady()
13ae	0100		CLEAR
13af	0110	0024	PUSH #0024
13b1	0325		SetWindowMessage(POP1)
13b2	032e		WaitForMessageAcknowledge()
13b3	0100		CLEAR
13b4	0110	0000	PUSH #0000
13b6	0110	0001	PUSH #0001
13b8	030e		ActiveEntity.PlayAnimation(POP2, POP1)
13b9	0100		CLEAR
13ba	0110	0001	PUSH #0001
13bc	032b		SetRandomEncountersEnabled(POP1)
13bd	0100		CLEAR
13be	0110	0001	PUSH #0001
13c0	0307		SetControlsEnabled(POP1)
13c1	0203		RETURN
13c2	0100		CLEAR
13c3	0110	0000	PUSH #0000
13c5	0307		SetControlsEnabled(POP1)
13c6	0100		CLEAR
13c7	0110	0000	PUSH #0000
13c9	032b		SetRandomEncountersEnabled(POP1)
13ca	0100		CLEAR
13cb	0110	0000	PUSH #0000
13cd	0110	0000	PUSH #0000
13cf	030e		ActiveEntity.PlayAnimation(POP2, POP1)
13d0	0100		CLEAR
13d1	0110	0090	PUSH #0090
13d3	031d		PlaySoundEffect(POP1)
13d4	0100		CLEAR
13d5	0110	0014	PUSH #0014
13d7	034a		Op34a(POP1)
13d8	0100		CLEAR
13d9	0110	0006	PUSH #0006
13db	0305		SetNumWaitFrames(POP1)
13dc	0306		Wait()
13dd	0100		CLEAR
13de	0110	0014	PUSH #0014
13e0	034a		Op34a(POP1)
13e1	0100		CLEAR
13e2	0110	000e	PUSH #000e
13e4	0305		SetNumWaitFrames(POP1)
13e5	0306		Wait()
13e6	0100		CLEAR
13e7	0110	0014	PUSH #0014
13e9	034a		Op34a(POP1)
13ea	0100		CLEAR
13eb	0110	0006	PUSH #0006
13ed	0305		SetNumWaitFrames(POP1)
13ee	0306		Wait()
13ef	0100		CLEAR
13f0	0110	0014	PUSH #0014
13f2	0305		SetNumWaitFrames(POP1)
13f3	0306		Wait()
13f4	032d		WaitForWindowReady()
13f5	0100		CLEAR
13f6	0110	0089	PUSH #0089
13f8	0110	00a0	PUSH #00a0
13fa	0110	002e	PUSH #002e
13fc	0110	0019	PUSH #0019
13fe	0324		SetWindowDimensions(POP4, POP3, POP2, POP1)
13ff	0100		CLEAR
1400	0110	0000	PUSH #0000
1402	0110	0000	PUSH #0000
1404	032c		SetWindowParams(POP2, POP1)
1405	032d		WaitForWindowReady()
1406	0100		CLEAR
1407	0110	0022	PUSH #0022
1409	0325		SetWindowMessage(POP1)
140a	032e		WaitForMessageAcknowledge()
140b	0100		CLEAR
140c	0110	0090	PUSH #0090
140e	031d		PlaySoundEffect(POP1)
140f	0100		CLEAR
1410	0110	0002	PUSH #0002
1412	0305		SetNumWaitFrames(POP1)
1413	0306		Wait()
1414	0100		CLEAR
1415	0110	0064	PUSH #0064
1417	0303		ActiveEntity.SetMoveSpeed(POP1)
1418	0100		CLEAR
1419	0110	0002	PUSH #0002
141b	0305		SetNumWaitFrames(POP1)
141c	0306		Wait()
141d	0100		CLEAR
141e	0110	0000	PUSH #0000
1420	0303		ActiveEntity.SetMoveSpeed(POP1)
1421	0100		CLEAR
1422	0110	0014	PUSH #0014
1424	034a		Op34a(POP1)
1425	0100		CLEAR
1426	0110	0006	PUSH #0006
1428	0305		SetNumWaitFrames(POP1)
1429	0306		Wait()
142a	0100		CLEAR
142b	0110	0014	PUSH #0014
142d	034a		Op34a(POP1)
142e	0100		CLEAR
142f	0110	000e	PUSH #000e
1431	0305		SetNumWaitFrames(POP1)
1432	0306		Wait()
1433	0100		CLEAR
1434	0110	0014	PUSH #0014
1436	034a		Op34a(POP1)
1437	0100		CLEAR
1438	0110	0006	PUSH #0006
143a	0305		SetNumWaitFrames(POP1)
143b	0306		Wait()
143c	0100		CLEAR
143d	0110	0090	PUSH #0090
143f	031d		PlaySoundEffect(POP1)
1440	0100		CLEAR
1441	0110	0002	PUSH #0002
1443	0305		SetNumWaitFrames(POP1)
1444	0306		Wait()
1445	0100		CLEAR
1446	0110	0064	PUSH #0064
1448	0303		ActiveEntity.SetMoveSpeed(POP1)
1449	0100		CLEAR
144a	0110	0002	PUSH #0002
144c	0305		SetNumWaitFrames(POP1)
144d	0306		Wait()
144e	0100		CLEAR
144f	0110	0000	PUSH #0000
1451	0303		ActiveEntity.SetMoveSpeed(POP1)
1452	0100		CLEAR
1453	0110	0015	PUSH #0015
1455	034a		Op34a(POP1)
1456	0100		CLEAR
1457	0110	0004	PUSH #0004
1459	0305		SetNumWaitFrames(POP1)
145a	0306		Wait()
145b	0100		CLEAR
145c	0110	0015	PUSH #0015
145e	034a		Op34a(POP1)
145f	0100		CLEAR
1460	0110	0004	PUSH #0004
1462	0305		SetNumWaitFrames(POP1)
1463	0306		Wait()
1464	0100		CLEAR
1465	0110	0015	PUSH #0015
1467	034a		Op34a(POP1)
1468	0100		CLEAR
1469	0110	0004	PUSH #0004
146b	0305		SetNumWaitFrames(POP1)
146c	0306		Wait()
146d	0100		CLEAR
146e	0110	0016	PUSH #0016
1470	034a		Op34a(POP1)
1471	0100		CLEAR
1472	0110	003c	PUSH #003c
1474	0305		SetNumWaitFrames(POP1)
1475	0306		Wait()
1476	0100		CLEAR
1477	0110	0017	PUSH #0017
1479	034a		Op34a(POP1)
147a	0100		CLEAR
147b	0110	0005	PUSH #0005
147d	0110	0000	PUSH #0000
147f	030e		ActiveEntity.PlayAnimation(POP2, POP1)
1480	0100		CLEAR
1481	0110	00fa	PUSH #00fa
1483	031d		PlaySoundEffect(POP1)
1484	0100		CLEAR
1485	0110	000a	PUSH #000a
1487	0305		SetNumWaitFrames(POP1)
1488	0306		Wait()
1489	0100		CLEAR
148a	0110	0005	PUSH #0005
148c	0110	0000	PUSH #0000
148e	030e		ActiveEntity.PlayAnimation(POP2, POP1)
148f	0100		CLEAR
1490	0110	003c	PUSH #003c
1492	0305		SetNumWaitFrames(POP1)
1493	0306		Wait()
1494	0331		Op331()
1495	0100		CLEAR
1496	0110	0000	PUSH #0000
1498	0307		SetControlsEnabled(POP1)
1499	0100		CLEAR
149a	0110	0014	PUSH #0014
149c	0305		SetNumWaitFrames(POP1)
149d	0306		Wait()
149e	0100		CLEAR
149f	0114	0e79	PUSH Bank0[01cf].Bit(1)
14a1	0110	0001	PUSH #0001
14a3	00e0		WRITE BANK POP2 = POP1
14a4	0100		CLEAR
14a5	0110	0000	PUSH #0000
14a7	0110	0001	PUSH #0001
14a9	030e		ActiveEntity.PlayAnimation(POP2, POP1)
14aa	0100		CLEAR
14ab	011b	0008	PUSH GetSpecial(0008)
14ad	0330		SetActiveEntity(POP1)
14ae	0100		CLEAR
14af	0110	ffff	PUSH #ffff
14b1	0215		CALL Model(POP1).Function(0011)
14b2	0203		RETURN
14b3	0100		CLEAR
14b4	0114	0e78	PUSH Bank0[01cf].Bit(0)
14b6	0201	152e	JUMPZ(POP1) 152e
14b8	0100		CLEAR
14b9	0114	0e7e	PUSH Bank0[01cf].Bit(6)
14bb	0017		PUSH !POP1
14bc	0201	1504	JUMPZ(POP1) 1504
14be	0100		CLEAR
14bf	0114	0e7d	PUSH Bank0[01cf].Bit(5)
14c1	0201	14da	JUMPZ(POP1) 14da
14c3	0100		CLEAR
14c4	0110	0000	PUSH #0000
14c6	032b		SetRandomEncountersEnabled(POP1)
14c7	0100		CLEAR
14c8	0110	0000	PUSH #0000
14ca	0307		SetControlsEnabled(POP1)
14cb	0100		CLEAR
14cc	0110	0014	PUSH #0014
14ce	0305		SetNumWaitFrames(POP1)
14cf	0306		Wait()
14d0	0100		CLEAR
14d1	011b	0008	PUSH GetSpecial(0008)
14d3	0330		SetActiveEntity(POP1)
14d4	0100		CLEAR
14d5	0110	ffff	PUSH #ffff
14d7	0210		CALL Model(POP1).Function(000c)
14d8	0200	1502	JUMP 1502
14da	0100		CLEAR
14db	0110	0000	PUSH #0000
14dd	0307		SetControlsEnabled(POP1)
14de	0100		CLEAR
14df	011b	0008	PUSH GetSpecial(0008)
14e1	0110	00c0	PUSH #00c0
14e3	0333		Op333(POP2, POP1)
14e4	0100		CLEAR
14e5	0119	0002	PUSH Bank1[0002]
14e7	011b	000f	PUSH GetSpecial(000f)
14e9	00e0		WRITE BANK POP2 = POP1
14ea	0100		CLEAR
14eb	011b	0008	PUSH GetSpecial(0008)
14ed	0330		SetActiveEntity(POP1)
14ee	0100		CLEAR
14ef	0110	ffff	PUSH #ffff
14f1	020e		CALL Model(POP1).Function(000a)
14f2	0334		Op334()
14f3	030c		EnterVehicle()
14f4	0100		CLEAR
14f5	011b	0008	PUSH GetSpecial(0008)
14f7	0110	0013	PUSH #0013
14f9	0070		PUSH POP2 == POP1
14fa	0201	1502	JUMPZ(POP1) 1502
14fc	0100		CLEAR
14fd	0114	03f1	PUSH Bank0[007e].Bit(1)
14ff	0110	0001	PUSH #0001
1501	00e0		WRITE BANK POP2 = POP1
1502	0200	152c	JUMP 152c
1504	0100		CLEAR
1505	0110	0000	PUSH #0000
1507	0307		SetControlsEnabled(POP1)
1508	0100		CLEAR
1509	011b	0008	PUSH GetSpecial(0008)
150b	0110	00c0	PUSH #00c0
150d	0333		Op333(POP2, POP1)
150e	0100		CLEAR
150f	0119	0002	PUSH Bank1[0002]
1511	011b	000f	PUSH GetSpecial(000f)
1513	00e0		WRITE BANK POP2 = POP1
1514	0100		CLEAR
1515	011b	0008	PUSH GetSpecial(0008)
1517	0330		SetActiveEntity(POP1)
1518	0100		CLEAR
1519	0110	ffff	PUSH #ffff
151b	020e		CALL Model(POP1).Function(000a)
151c	0334		Op334()
151d	030c		EnterVehicle()
151e	0100		CLEAR
151f	011b	0008	PUSH GetSpecial(0008)
1521	0110	0013	PUSH #0013
1523	0070		PUSH POP2 == POP1
1524	0201	152c	JUMPZ(POP1) 152c
1526	0100		CLEAR
1527	0114	03f1	PUSH Bank0[007e].Bit(1)
1529	0110	0001	PUSH #0001
152b	00e0		WRITE BANK POP2 = POP1
152c	0200	1556	JUMP 1556
152e	0100		CLEAR
152f	0110	0000	PUSH #0000
1531	0307		SetControlsEnabled(POP1)
1532	0100		CLEAR
1533	011b	0008	PUSH GetSpecial(0008)
1535	0110	00c0	PUSH #00c0
1537	0333		Op333(POP2, POP1)
1538	0100		CLEAR
1539	0119	0002	PUSH Bank1[0002]
153b	011b	000f	PUSH GetSpecial(000f)
153d	00e0		WRITE BANK POP2 = POP1
153e	0100		CLEAR
153f	011b	0008	PUSH GetSpecial(0008)
1541	0330		SetActiveEntity(POP1)
1542	0100		CLEAR
1543	0110	ffff	PUSH #ffff
1545	020e		CALL Model(POP1).Function(000a)
1546	0334		Op334()
1547	030c		EnterVehicle()
1548	0100		CLEAR
1549	011b	0008	PUSH GetSpecial(0008)
154b	0110	0013	PUSH #0013
154d	0070		PUSH POP2 == POP1
154e	0201	1556	JUMPZ(POP1) 1556
1550	0100		CLEAR
1551	0114	03f1	PUSH Bank0[007e].Bit(1)
1553	0110	0001	PUSH #0001
1555	00e0		WRITE BANK POP2 = POP1
1556	0203		RETURN
1557	0100		CLEAR
1558	0110	000b	PUSH #000b
155a	031d		PlaySoundEffect(POP1)
155b	0100		CLEAR
155c	0110	0000	PUSH #0000
155e	0307		SetControlsEnabled(POP1)
155f	0100		CLEAR
1560	0110	0023	PUSH #0023
1562	0336		ActiveEntity.SetMoveSpeedHonoringWalkmesh(Speed=POP1)
1563	0100		CLEAR
1564	011b	0004	PUSH GetSpecial(0004)
1566	0304		ActiveEntity.SetDirectionAndFacing(POP1)
1567	0100		CLEAR
1568	011b	0004	PUSH GetSpecial(0004)
156a	0110	0080	PUSH #0080
156c	0040		PUSH POP2 + POP1
156d	0328		SetActiveEntityDirection(POP1)
156e	0100		CLEAR
156f	0110	00fa	PUSH #00fa
1571	0110	0000	PUSH #0000
1573	033b		FadeOut(POP2, POP1)
1574	0100		CLEAR
1575	0110	0003	PUSH #0003
1577	0305		SetNumWaitFrames(POP1)
1578	0306		Wait()
1579	0100		CLEAR
157a	0110	00fa	PUSH #00fa
157c	0110	0000	PUSH #0000
157e	0348		FadeIn(POP2, POP1)
157f	0100		CLEAR
1580	0110	0007	PUSH #0007
1582	0305		SetNumWaitFrames(POP1)
1583	0306		Wait()
1584	0100		CLEAR
1585	0110	0000	PUSH #0000
1587	0303		ActiveEntity.SetMoveSpeed(POP1)
1588	032d		WaitForWindowReady()
1589	0100		CLEAR
158a	0110	003c	PUSH #003c
158c	0110	00a0	PUSH #00a0
158e	0110	00c8	PUSH #00c8
1590	0110	0049	PUSH #0049
1592	0324		SetWindowDimensions(POP4, POP3, POP2, POP1)
1593	0100		CLEAR
1594	0110	0000	PUSH #0000
1596	0110	0000	PUSH #0000
1598	032c		SetWindowParams(POP2, POP1)
1599	032d		WaitForWindowReady()
159a	0100		CLEAR
159b	0110	0036	PUSH #0036
159d	0325		SetWindowMessage(POP1)
159e	032e		WaitForMessageAcknowledge()
159f	0100		CLEAR
15a0	0110	0001	PUSH #0001
15a2	0307		SetControlsEnabled(POP1)
15a3	0203		RETURN
15a4	0100		CLEAR
15a5	0110	0000	PUSH #0000
15a7	0307		SetControlsEnabled(POP1)
15a8	0100		CLEAR
15a9	0110	0028	PUSH #0028
15ab	0336		ActiveEntity.SetMoveSpeedHonoringWalkmesh(Speed=POP1)
15ac	0100		CLEAR
15ad	011b	0004	PUSH GetSpecial(0004)
15af	0304		ActiveEntity.SetDirectionAndFacing(POP1)
15b0	0100		CLEAR
15b1	011b	0004	PUSH GetSpecial(0004)
15b3	0110	0080	PUSH #0080
15b5	0040		PUSH POP2 + POP1
15b6	0328		SetActiveEntityDirection(POP1)
15b7	0100		CLEAR
15b8	0110	001e	PUSH #001e
15ba	0305		SetNumWaitFrames(POP1)
15bb	0306		Wait()
15bc	0100		CLEAR
15bd	0110	0000	PUSH #0000
15bf	0303		ActiveEntity.SetMoveSpeed(POP1)
15c0	032d		WaitForWindowReady()
15c1	0100		CLEAR
15c2	0110	0014	PUSH #0014
15c4	0110	00a0	PUSH #00a0
15c6	0110	0118	PUSH #0118
15c8	0110	0039	PUSH #0039
15ca	0324		SetWindowDimensions(POP4, POP3, POP2, POP1)
15cb	0100		CLEAR
15cc	0110	0000	PUSH #0000
15ce	0110	0000	PUSH #0000
15d0	032c		SetWindowParams(POP2, POP1)
15d1	032d		WaitForWindowReady()
15d2	0100		CLEAR
15d3	0110	0025	PUSH #0025
15d5	0325		SetWindowMessage(POP1)
15d6	0100		CLEAR
15d7	0110	0001	PUSH #0001
15d9	0307		SetControlsEnabled(POP1)
15da	0203		RETURN
15db	0100		CLEAR
15dc	0110	000b	PUSH #000b
15de	031d		PlaySoundEffect(POP1)
15df	0100		CLEAR
15e0	0110	0000	PUSH #0000
15e2	0307		SetControlsEnabled(POP1)
15e3	0100		CLEAR
15e4	0110	0023	PUSH #0023
15e6	0336		ActiveEntity.SetMoveSpeedHonoringWalkmesh(Speed=POP1)
15e7	0100		CLEAR
15e8	011b	0004	PUSH GetSpecial(0004)
15ea	0304		ActiveEntity.SetDirectionAndFacing(POP1)
15eb	0100		CLEAR
15ec	011b	0004	PUSH GetSpecial(0004)
15ee	0110	0080	PUSH #0080
15f0	0040		PUSH POP2 + POP1
15f1	0328		SetActiveEntityDirection(POP1)
15f2	0100		CLEAR
15f3	0110	00fa	PUSH #00fa
15f5	0110	0000	PUSH #0000
15f7	033b		FadeOut(POP2, POP1)
15f8	0100		CLEAR
15f9	0110	0003	PUSH #0003
15fb	0305		SetNumWaitFrames(POP1)
15fc	0306		Wait()
15fd	0100		CLEAR
15fe	0110	00fa	PUSH #00fa
1600	0110	0000	PUSH #0000
1602	0348		FadeIn(POP2, POP1)
1603	0100		CLEAR
1604	0110	0007	PUSH #0007
1606	0305		SetNumWaitFrames(POP1)
1607	0306		Wait()
1608	0100		CLEAR
1609	0110	0000	PUSH #0000
160b	0303		ActiveEntity.SetMoveSpeed(POP1)
160c	032d		WaitForWindowReady()
160d	0100		CLEAR
160e	0110	003c	PUSH #003c
1610	0110	00a0	PUSH #00a0
1612	0110	00c8	PUSH #00c8
1614	0110	0059	PUSH #0059
1616	0324		SetWindowDimensions(POP4, POP3, POP2, POP1)
1617	0100		CLEAR
1618	0110	0000	PUSH #0000
161a	0110	0000	PUSH #0000
161c	032c		SetWindowParams(POP2, POP1)
161d	032d		WaitForWindowReady()
161e	0100		CLEAR
161f	0110	003c	PUSH #003c
1621	0325		SetWindowMessage(POP1)
1622	0100		CLEAR
1623	0110	0001	PUSH #0001
1625	0307		SetControlsEnabled(POP1)
1626	0203		RETURN
1627	0100		CLEAR
1628	0110	000b	PUSH #000b
162a	031d		PlaySoundEffect(POP1)
162b	0100		CLEAR
162c	0110	0000	PUSH #0000
162e	0307		SetControlsEnabled(POP1)
162f	0100		CLEAR
1630	0110	0014	PUSH #0014
1632	0336		ActiveEntity.SetMoveSpeedHonoringWalkmesh(Speed=POP1)
1633	0100		CLEAR
1634	011b	0004	PUSH GetSpecial(0004)
1636	0304		ActiveEntity.SetDirectionAndFacing(POP1)
1637	0100		CLEAR
1638	011b	0004	PUSH GetSpecial(0004)
163a	0110	0080	PUSH #0080
163c	0040		PUSH POP2 + POP1
163d	0328		SetActiveEntityDirection(POP1)
163e	0100		CLEAR
163f	0110	00fa	PUSH #00fa
1641	0110	0000	PUSH #0000
1643	033b		FadeOut(POP2, POP1)
1644	0100		CLEAR
1645	0110	0003	PUSH #0003
1647	0305		SetNumWaitFrames(POP1)
1648	0306		Wait()
1649	0100		CLEAR
164a	0110	00fa	PUSH #00fa
164c	0110	0000	PUSH #0000
164e	0348		FadeIn(POP2, POP1)
164f	0100		CLEAR
1650	0110	0003	PUSH #0003
1652	0305		SetNumWaitFrames(POP1)
1653	0306		Wait()
1654	0100		CLEAR
1655	0110	0000	PUSH #0000
1657	0303		ActiveEntity.SetMoveSpeed(POP1)
1658	0203		RETURN
1659	0100		CLEAR
165a	0110	000b	PUSH #000b
165c	031d		PlaySoundEffect(POP1)
165d	0100		CLEAR
165e	0110	0000	PUSH #0000
1660	0307		SetControlsEnabled(POP1)
1661	0100		CLEAR
1662	0110	0014	PUSH #0014
1664	0336		ActiveEntity.SetMoveSpeedHonoringWalkmesh(Speed=POP1)
1665	0100		CLEAR
1666	011b	0004	PUSH GetSpecial(0004)
1668	0304		ActiveEntity.SetDirectionAndFacing(POP1)
1669	0100		CLEAR
166a	011b	0004	PUSH GetSpecial(0004)
166c	0110	0080	PUSH #0080
166e	0040		PUSH POP2 + POP1
166f	0328		SetActiveEntityDirection(POP1)
1670	0100		CLEAR
1671	0110	00fa	PUSH #00fa
1673	0110	0000	PUSH #0000
1675	033b		FadeOut(POP2, POP1)
1676	0100		CLEAR
1677	0110	0003	PUSH #0003
1679	0305		SetNumWaitFrames(POP1)
167a	0306		Wait()
167b	0100		CLEAR
167c	0110	00fa	PUSH #00fa
167e	0110	0000	PUSH #0000
1680	0348		FadeIn(POP2, POP1)
1681	0100		CLEAR
1682	0110	0002	PUSH #0002
1684	0305		SetNumWaitFrames(POP1)
1685	0306		Wait()
1686	0100		CLEAR
1687	0110	0000	PUSH #0000
1689	0303		ActiveEntity.SetMoveSpeed(POP1)
168a	0203		RETURN
168b	0100		CLEAR
168c	0110	000b	PUSH #000b
168e	031d		PlaySoundEffect(POP1)
168f	0100		CLEAR
1690	0110	0000	PUSH #0000
1692	0307		SetControlsEnabled(POP1)
1693	0100		CLEAR
1694	0110	0014	PUSH #0014
1696	0336		ActiveEntity.SetMoveSpeedHonoringWalkmesh(Speed=POP1)
1697	0100		CLEAR
1698	011b	0004	PUSH GetSpecial(0004)
169a	0304		ActiveEntity.SetDirectionAndFacing(POP1)
169b	0100		CLEAR
169c	011b	0004	PUSH GetSpecial(0004)
169e	0110	0080	PUSH #0080
16a0	0040		PUSH POP2 + POP1
16a1	0328		SetActiveEntityDirection(POP1)
16a2	0100		CLEAR
16a3	0110	0007	PUSH #0007
16a5	0305		SetNumWaitFrames(POP1)
16a6	0306		Wait()
16a7	0100		CLEAR
16a8	0110	0000	PUSH #0000
16aa	0303		ActiveEntity.SetMoveSpeed(POP1)
16ab	0203		RETURN
16ac	0100		CLEAR
16ad	0110	000b	PUSH #000b
16af	031d		PlaySoundEffect(POP1)
16b0	0100		CLEAR
16b1	0110	0000	PUSH #0000
16b3	0307		SetControlsEnabled(POP1)
16b4	0100		CLEAR
16b5	0110	0014	PUSH #0014
16b7	0336		ActiveEntity.SetMoveSpeedHonoringWalkmesh(Speed=POP1)
16b8	0100		CLEAR
16b9	011b	0004	PUSH GetSpecial(0004)
16bb	0304		ActiveEntity.SetDirectionAndFacing(POP1)
16bc	0100		CLEAR
16bd	011b	0004	PUSH GetSpecial(0004)
16bf	0110	0080	PUSH #0080
16c1	0040		PUSH POP2 + POP1
16c2	0328		SetActiveEntityDirection(POP1)
16c3	0100		CLEAR
16c4	0110	0005	PUSH #0005
16c6	0305		SetNumWaitFrames(POP1)
16c7	0306		Wait()
16c8	0100		CLEAR
16c9	0110	0000	PUSH #0000
16cb	0303		ActiveEntity.SetMoveSpeed(POP1)
16cc	0203		RETURN
16cd	0100		CLEAR
16ce	0110	0000	PUSH #0000
